IMO No,Class No,Ship Name,MoU,Ship Risk Profile,Inspection Selection Scheme,Last Periodical Survey,Update Date
9161687,9700010,KC HADONG,Tokyo,High,Priority I,2025-08-22,2025-09-15
9161857,9700002,VENUS,USCG,PSC B,Priority I,2025-01-17,2025-09-15
9161857,9700002,VENUS,Paris,Standard,Priority I,2025-01-17,2025-09-15
9161857,9700002,VENUS,Tokyo,Standard,No Priority,2025-01-17,2025-09-15
9162112,9800018,PARAMITA,USCG,PSC B,Priority I,2025-08-15,2025-09-15
9162112,9800018,PARAMITA,Paris,Standard,Priority I,2025-08-15,2025-09-15
9162112,9800018,PARAMITA,Tokyo,Standard,Priority II,2025-08-15,2025-09-15
9162150,9754189,PANSTAR DREAM,USCG,PSC B,Priority I,2025-08-02,2025-09-15
9162150,9754189,PANSTAR DREAM,Paris,Standard,Priority I,2025-08-02,2025-09-15
9162150,9754189,PANSTAR DREAM,Tokyo,Standard,Priority I,2025-08-02,2025-09-15
9162435,9859425,PADIAN 3,USCG,PSC B,Priority I,2025-06-07,2025-09-15
9162435,9859425,PADIAN 3,Paris,Standard,Priority I,2025-06-07,2025-09-15
9162435,9859425,PADIAN 3,Tokyo,High,No Priority,2025-06-07,2025-09-15
9163439,9776179,BADARO,USCG,PSC B,Priority I,2025-03-28,2025-09-15
9163439,9776179,BADARO,Paris,Standard,Priority I,2025-03-28,2025-09-15
9163439,9776179,BADARO,Tokyo,Standard,Priority II,2025-03-28,2025-09-15
9164603,9849162,POS YOKOHAMA,USCG,PSC B,Priority I,2025-09-08,2025-09-15
9164603,9849162,POS YOKOHAMA,Paris,Standard,Priority I,2025-09-08,2025-09-15
9164603,9849162,POS YOKOHAMA,Tokyo,Standard,No Priority,2025-09-08,2025-09-15
9165188,9848849,SEGERO,USCG,PSC B,Priority I,2025-05-30,2025-09-15
9165188,9848849,SEGERO,Paris,Standard,Priority I,2025-05-30,2025-09-15
9165188,9848849,SEGERO,Tokyo,Low,Priority II,2025-05-30,2025-09-15
9166338,9747596,GRACE SAMBU,USCG,PSC B,Priority I,2025-04-29,2025-09-15
9166338,9747596,GRACE SAMBU,Paris,Standard,Priority I,2025-04-29,2025-09-15
9166338,9747596,GRACE SAMBU,Tokyo,Standard,No Priority,2025-04-29,2025-09-15
9166821,9700023,JUPITER,USCG,PSC B,Priority I,2025-08-08,2025-09-15
9166821,9700023,JUPITER,Paris,Standard,Priority I,2025-08-08,2025-09-15
9166821,9700023,JUPITER,Tokyo,Standard,No Priority,2025-08-08,2025-09-15
9166900,9700004,ANDHIKA  ATHALIA,USCG,PSC B,Priority I,2025-05-04,2025-09-15
9166900,9700004,ANDHIKA  ATHALIA,Paris,Standard,Priority I,2025-05-04,2025-09-15
9166900,9700004,ANDHIKA  ATHALIA,Tokyo,Standard,Priority I,2025-05-04,2025-09-15
9167394,9876037,NO.3 SJ GAS,USCG,PSC B,Priority I,2025-06-15,2025-09-15
9167394,9876037,NO.3 SJ GAS,Paris,Standard,Priority I,2025-06-15,2025-09-15
9167394,9876037,NO.3 SJ GAS,Tokyo,High,Priority I,2025-06-15,2025-09-15
9167409,9800020,NO.9 SJ GAS,USCG,PSC B,Priority I,2025-08-23,2025-09-15
9167409,9800020,NO.9 SJ GAS,Paris,Standard,Priority I,2025-08-23,2025-09-15
9167409,9800020,NO.9 SJ GAS,Tokyo,High,Priority I,2025-08-23,2025-09-15
9167411,9800021,LADY KATHLEEN,USCG,PSC B,Priority I,2024-09-20,2025-09-15
9167411,9800021,LADY KATHLEEN,Paris,High,Priority I,2024-09-20,2025-09-15
9167411,9800021,LADY KATHLEEN,Tokyo,High,No Priority,2024-09-20,2025-09-15
9167473,9868188,EASLINE DALIAN,USCG,PSC B,Priority I,2024-10-16,2025-09-15
9167473,9868188,EASLINE DALIAN,Paris,Standard,Priority I,2024-10-16,2025-09-15
9167473,9868188,EASLINE DALIAN,Tokyo,High,Priority II,2024-10-16,2025-09-15
9167679,9757689,LEO,USCG,PSC B,Priority I,2025-07-26,2025-09-15
9167679,9757689,LEO,Paris,Standard,No Priority,2025-07-26,2025-09-15
9167679,9757689,LEO,Tokyo,High,Priority I,2025-07-26,2025-09-15
9167708,9769867,DONGJIN NAGOYA,USCG,PSC B,Priority I,2025-09-01,2025-09-15
9167708,9769867,DONGJIN NAGOYA,Paris,Standard,Priority I,2025-09-01,2025-09-15
9167708,9769867,DONGJIN NAGOYA,Tokyo,Standard,No Priority,2025-09-01,2025-09-15
9169316,9956367,GRAND CHOICE,USCG,PSC B,Priority I,2025-04-09,2025-09-15
9169316,9956367,GRAND CHOICE,Paris,Standard,Priority I,2025-04-09,2025-09-15
9169316,9956367,GRAND CHOICE,Tokyo,Standard,Priority II,2025-04-09,2025-09-15
9169328,9956565,GRAND PACE,USCG,PSC B,Priority I,2025-05-20,2025-09-15
9169328,9956565,GRAND PACE,Paris,Standard,Priority I,2025-05-20,2025-09-15
9169328,9956565,GRAND PACE,Tokyo,Standard,Priority I,2025-05-20,2025-09-15
9169859,9800012,GRACE PIONEER,USCG,PSC B,Priority I,2025-07-22,2025-09-15
9169859,9800012,GRACE PIONEER,Paris,Standard,Priority I,2025-07-22,2025-09-15
9169859,9800012,GRACE PIONEER,Tokyo,High,Priority II,2025-07-22,2025-09-15
9169861,9900018,GRACE MERCHANT,USCG,PSC B,Priority I,2025-09-13,2025-09-15
9169861,9900018,GRACE MERCHANT,Paris,Standard,Priority I,2025-09-13,2025-09-15
9169861,9900018,GRACE MERCHANT,Tokyo,High,No Priority,2025-09-13,2025-09-15
9171541,9949784,TAMREY S,USCG,PSC B,Priority I,2025-09-14,2025-09-15
9171541,9949784,TAMREY S,Paris,High,No Priority,2025-09-14,2025-09-15
9171541,9949784,TAMREY S,Tokyo,High,Priority I,2025-09-14,2025-09-15
9172430,9900022,ORIENTAL NAVIGATOR,USCG,PSC B,Priority I,2025-05-10,2025-09-15
9172430,9900022,ORIENTAL NAVIGATOR,Paris,Standard,Priority I,2025-05-10,2025-09-15
9172430,9900022,ORIENTAL NAVIGATOR,Tokyo,Standard,Priority I,2025-05-10,2025-09-15
9172442,9800034,LAKE DREAM,USCG,PSC B,Priority I,2025-07-30,2025-09-15
9172442,9800034,LAKE DREAM,Paris,Standard,Priority I,2025-07-30,2025-09-15
9172442,9800034,LAKE DREAM,Tokyo,Standard,Priority I,2025-07-30,2025-09-15
9172595,9849125,VICTORY STAR,USCG,PSC B,Priority I,2025-08-03,2025-09-15
9172595,9849125,VICTORY STAR,Paris,Standard,Priority I,2025-08-03,2025-09-15
9172595,9849125,VICTORY STAR,Tokyo,High,Priority I,2025-08-03,2025-09-15
9172753,9877367,SUN GAS,USCG,PSC B,Priority I,2025-07-10,2025-09-15
9172753,9877367,SUN GAS,Paris,High,Priority I,2025-07-10,2025-09-15
9172753,9877367,SUN GAS,Tokyo,High,Priority I,2025-07-10,2025-09-15
9172909,9700015,SEIYU,USCG,PSC B,Priority I,2025-08-15,2025-09-15
9172909,9700015,SEIYU,Paris,Standard,Priority I,2025-08-15,2025-09-15
9172909,9700015,SEIYU,Tokyo,Standard,No Priority,2025-08-15,2025-09-15
9176606,9849279,ASIAN EMPIRE,USCG,PSC A,Priority I,2025-08-09,2025-09-15
9176606,9849279,ASIAN EMPIRE,Paris,Standard,No Priority,2025-08-09,2025-09-15
9176606,9849279,ASIAN EMPIRE,Tokyo,Standard,No Priority,2025-08-09,2025-09-15
9176632,9977959,ASIAN EMPEROR,USCG,PSC B,No Priority,2025-08-12,2025-09-15
9176632,9977959,ASIAN EMPEROR,Paris,Standard,Priority II,2025-08-12,2025-09-15
9176632,9977959,ASIAN EMPEROR,Tokyo,Standard,Priority II,2025-08-12,2025-09-15
9179464,9971955,RUN SHENG,USCG,PSC B,Priority I,2025-07-02,2025-09-15
9179464,9971955,RUN SHENG,Paris,Standard,Priority I,2025-07-02,2025-09-15
9179464,9971955,RUN SHENG,Tokyo,High,No Priority,2025-07-02,2025-09-15
9179488,9848867,AQUA MARINE,USCG,PSC B,Priority I,2025-03-13,2025-09-15
9179488,9848867,AQUA MARINE,Paris,High,No Priority,2025-03-13,2025-09-15
9179488,9848867,AQUA MARINE,Tokyo,Standard,Priority I,2025-03-13,2025-09-15
9179567,9900037,NICOLA,USCG,PSC B,Priority I,2025-09-12,2025-09-15
9179567,9900037,NICOLA,Paris,Standard,No Priority,2025-09-12,2025-09-15
9179567,9900037,NICOLA,Tokyo,Standard,Priority I,2025-09-12,2025-09-15
9181479,9954869,GRAND QUEST,USCG,PSC B,Priority I,2025-04-14,2025-09-15
9181479,9954869,GRAND QUEST,Paris,Standard,Priority I,2025-04-14,2025-09-15
9181479,9954869,GRAND QUEST,Tokyo,Standard,Priority II,2025-04-14,2025-09-15
9181986,9864607,DOCTOR O,USCG,PSC B,Priority I,2025-08-12,2025-09-15
9181986,9864607,DOCTOR O,Paris,Standard,Priority I,2025-08-12,2025-09-15
9181986,9864607,DOCTOR O,Tokyo,High,Priority I,2025-08-12,2025-09-15
9183269,52209,HYUNDAI OCEANPIA,USCG,PSC B,Priority I,2025-06-25,2025-09-15
9183269,52209,HYUNDAI OCEANPIA,Paris,Standard,Priority I,2025-06-25,2025-09-15
9183269,52209,HYUNDAI OCEANPIA,Tokyo,Standard,Priority I,2025-06-25,2025-09-15
9184940,58139,GRAND RACE,USCG,PSC B,Priority I,2025-01-30,2025-09-15
9184940,58139,GRAND RACE,Paris,Standard,Priority I,2025-01-30,2025-09-15
9184940,58139,GRAND RACE,Tokyo,Standard,No Priority,2025-01-30,2025-09-15
9185580,9800032,YOUNGSAN GAS,USCG,PSC B,Priority I,2025-04-09,2025-09-15
9185580,9800032,YOUNGSAN GAS,Paris,Standard,Priority I,2025-04-09,2025-09-15
9185580,9800032,YOUNGSAN GAS,Tokyo,High,Priority I,2025-04-09,2025-09-15
9186584,52036,K. FREESIA,USCG,PSC B,Priority I,2025-02-28,2025-09-15
9186584,52036,K. FREESIA,Paris,Standard,Priority I,2025-02-28,2025-09-15
9186584,52036,K. FREESIA,Tokyo,Standard,No Priority,2025-02-28,2025-09-15
9187485,7,HE YUAN 1,USCG,PSC B,Priority I,2025-04-06,2025-09-15
9187485,7,HE YUAN 1,Paris,Standard,Priority I,2025-04-06,2025-09-15
9187485,7,HE YUAN 1,Tokyo,High,No Priority,2025-04-06,2025-09-15
9187954,33,GOLDEN ATLANTIC,USCG,PSC B,Priority I,2025-04-21,2025-09-15
9187954,33,GOLDEN ATLANTIC,Paris,High,Priority I,2025-04-21,2025-09-15
9187954,33,GOLDEN ATLANTIC,Tokyo,High,Priority II,2025-04-21,2025-09-15
9188128,9900044,SEA MEADOW 02,USCG,PSC B,Priority I,2025-09-04,2025-09-15
9188128,9900044,SEA MEADOW 02,Paris,Standard,Priority I,2025-09-04,2025-09-15
9188128,9900044,SEA MEADOW 02,Tokyo,Standard,Priority I,2025-09-04,2025-09-15
9188829,52027,MODERN LINK,USCG,PSC B,Priority I,2025-05-17,2025-09-15
9188829,52027,MODERN LINK,Paris,Standard,Priority I,2025-05-17,2025-09-15
9188829,52027,MODERN LINK,Tokyo,Standard,No Priority,2025-05-17,2025-09-15
9189677,9900039,ALANDA STAR,USCG,PSC B,Priority I,2025-08-15,2025-09-15
9189677,9900039,ALANDA STAR,Paris,Standard,No Priority,2025-08-15,2025-09-15
9189677,9900039,ALANDA STAR,Tokyo,Standard,No Priority,2025-08-15,2025-09-15
9190640,200017,SM DONGHAE 2,USCG,PSC B,Priority I,2025-09-11,2025-09-15
9190640,200017,SM DONGHAE 2,Paris,Standard,Priority I,2025-09-11,2025-09-15
9190640,200017,SM DONGHAE 2,Tokyo,Standard,Priority II,2025-09-11,2025-09-15
9191230,9800029,ANGEL 22,USCG,PSC B,Priority I,2024-09-02,2025-09-15
9191230,9800029,ANGEL 22,Paris,High,Priority I,2024-09-02,2025-09-15
9191230,9800029,ANGEL 22,Tokyo,High,Priority I,2024-09-02,2025-09-15
9191761,9871368,ENERGY RIVER,USCG,PSC B,Priority I,2025-07-08,2025-09-15
9191761,9871368,ENERGY RIVER,Paris,Standard,Priority I,2025-07-08,2025-09-15
9191761,9871368,ENERGY RIVER,Tokyo,Standard,No Priority,2025-07-08,2025-09-15
9193587,9900007,JEIL CRYSTAL,USCG,PSC B,Priority I,2025-07-27,2025-09-15
9193587,9900007,JEIL CRYSTAL,Paris,Standard,Priority I,2025-07-27,2025-09-15
9193587,9900007,JEIL CRYSTAL,Tokyo,Standard,Priority II,2025-07-27,2025-09-15
9194892,9800031,LAKE AURORA,USCG,PSC B,Priority I,2025-07-30,2025-09-15
9194892,9800031,LAKE AURORA,Paris,Standard,Priority I,2025-07-30,2025-09-15
9194892,9800031,LAKE AURORA,Tokyo,Standard,Priority I,2025-07-30,2025-09-15
9194919,9900003,OCEANUS,USCG,PSC B,Priority I,2025-09-01,2025-09-15
9194919,9900003,OCEANUS,Paris,Standard,Priority I,2025-09-01,2025-09-15
9194919,9900003,OCEANUS,Tokyo,Standard,Priority I,2025-09-01,2025-09-15
9196474,9800013,DONGJIN GENIUS,USCG,PSC B,Priority I,2025-03-20,2025-09-15
9196474,9800013,DONGJIN GENIUS,Paris,Standard,Priority I,2025-03-20,2025-09-15
9196474,9800013,DONGJIN GENIUS,Tokyo,Standard,No Priority,2025-03-20,2025-09-15
9196785,9849217,CHUNG HAE JIN,USCG,PSC B,Priority I,2025-08-13,2025-09-15
9196785,9849217,CHUNG HAE JIN,Paris,Standard,Priority I,2025-08-13,2025-09-15
9196785,9849217,CHUNG HAE JIN,Tokyo,Standard,Priority I,2025-08-13,2025-09-15
9197076,9900023,WOORI STAR,USCG,PSC B,Priority I,2025-01-13,2025-09-15
9197076,9900023,WOORI STAR,Paris,Standard,Priority I,2025-01-13,2025-09-15
9197076,9900023,WOORI STAR,Tokyo,Standard,No Priority,2025-01-13,2025-09-15
9197179,9964955,SN QUEEN,USCG,PSC B,Priority I,2025-05-10,2025-09-15
9197179,9964955,SN QUEEN,Paris,Standard,Priority I,2025-05-10,2025-09-15
9197179,9964955,SN QUEEN,Tokyo,Standard,Priority I,2025-05-10,2025-09-15
9197349,9900030,BANGKOK,USCG,PSC B,Priority I,2025-08-12,2025-09-15
9197349,9900030,BANGKOK,Paris,Standard,Priority I,2025-08-12,2025-09-15
9197349,9900030,BANGKOK,Tokyo,High,No Priority,2025-08-12,2025-09-15
9200029,29,MEHMET UNLU,USCG,PSC B,Priority I,2025-07-17,2025-09-15
9200029,29,MEHMET UNLU,Paris,Standard,No Priority,2025-07-17,2025-09-15
9200029,29,MEHMET UNLU,Tokyo,Standard,Priority I,2025-07-17,2025-09-15
9200598,9900032,MANDALA,USCG,PSC B,Priority I,2025-09-16,2025-09-15
9200598,9900032,MANDALA,Paris,Standard,Priority I,2025-09-16,2025-09-15
9200598,9900032,MANDALA,Tokyo,High,Priority II,2025-09-16,2025-09-15
9200603,10,GEUM GANG,USCG,PSC B,Priority I,2025-06-26,2025-09-15
9200603,10,GEUM GANG,Paris,Standard,Priority I,2025-06-26,2025-09-15
9200603,10,GEUM GANG,Tokyo,High,Priority I,2025-06-26,2025-09-15
9200859,9900026,LUNIS,USCG,PSC B,Priority I,2025-01-02,2025-09-15
9200859,9900026,LUNIS,Paris,Standard,Priority I,2025-01-02,2025-09-15
9200859,9900026,LUNIS,Tokyo,High,Priority I,2025-01-02,2025-09-15
9203576,9949977,ASIAN MAJESTY,USCG,PSC B,No Priority,2025-08-13,2025-09-15
9203576,9949977,ASIAN MAJESTY,Paris,Standard,No Priority,2025-08-13,2025-09-15
9203576,9949977,ASIAN MAJESTY,Tokyo,Low,No Priority,2025-08-13,2025-09-15
9203588,9900010,ASIAN DYNASTY,USCG,PSC A,Priority I,2025-09-14,2025-09-15
9203588,9900010,ASIAN DYNASTY,Paris,Standard,No Priority,2025-09-14,2025-09-15
9203588,9900010,ASIAN DYNASTY,Tokyo,Standard,No Priority,2025-09-14,2025-09-15
9203590,51396,ASIAN TRUST,USCG,PSC B,No Priority,2025-08-15,2025-09-15
9203590,51396,ASIAN TRUST,Paris,Standard,Priority I,2025-08-15,2025-09-15
9203590,51396,ASIAN TRUST,Tokyo,Low,No Priority,2025-08-15,2025-09-15
9207156,9900041,YU JIN,USCG,PSC B,Priority I,2025-04-30,2025-09-15
9207156,9900041,YU JIN,Paris,Standard,Priority I,2025-04-30,2025-09-15
9207156,9900041,YU JIN,Tokyo,High,No Priority,2025-04-30,2025-09-15
9207778,100020,ANNA S,USCG,PSC B,Priority I,2025-08-06,2025-09-15
9207778,100020,ANNA S,Paris,Standard,No Priority,2025-08-06,2025-09-15
9207778,100020,ANNA S,Tokyo,Standard,Priority I,2025-08-06,2025-09-15
9207857,9972873,HAWKS GLORY,USCG,PSC B,Priority I,2025-08-06,2025-09-15
9207857,9972873,HAWKS GLORY,Paris,Standard,Priority I,2025-08-06,2025-09-15
9207857,9972873,HAWKS GLORY,Tokyo,High,Priority I,2025-08-06,2025-09-15
9208136,38,VIGO,USCG,PSC B,Priority I,2025-08-15,2025-09-15
9208136,38,VIGO,Paris,High,Priority I,2025-08-15,2025-09-15
9208136,38,VIGO,Tokyo,Standard,Priority I,2025-08-15,2025-09-15
9209245,9969256,SOHOH,USCG,PSC B,Priority I,2025-07-30,2025-09-15
9209245,9969256,SOHOH,Paris,Standard,Priority I,2025-07-30,2025-09-15
9209245,9969256,SOHOH,Tokyo,Standard,No Priority,2025-07-30,2025-09-15
9209908,9971313,SINOKOR NIIGATA,USCG,PSC B,Priority I,2025-02-28,2025-09-15
9209908,9971313,SINOKOR NIIGATA,Paris,Standard,Priority I,2025-02-28,2025-09-15
9209908,9971313,SINOKOR NIIGATA,Tokyo,Standard,No Priority,2025-02-28,2025-09-15
9214044,9959246,GANDAWATI 1,USCG,PSC B,Priority I,2024-12-16,2025-09-15
9214044,9959246,GANDAWATI 1,Paris,High,Priority I,2024-12-16,2025-09-15
9214044,9959246,GANDAWATI 1,Tokyo,Standard,Priority I,2024-12-16,2025-09-15
9214056,67634,ORIENTAL FRONTIER,USCG,PSC B,Priority I,2025-09-03,2025-09-15
9214056,67634,ORIENTAL FRONTIER,Paris,Standard,Priority I,2025-09-03,2025-09-15
9214056,67634,ORIENTAL FRONTIER,Tokyo,Standard,Priority I,2025-09-03,2025-09-15
9214159,9976813,JUDY,USCG,PSC B,Priority I,2025-07-19,2025-09-15
9214159,9976813,JUDY,Paris,Standard,Priority I,2025-07-19,2025-09-15
9214159,9976813,JUDY,Tokyo,Standard,No Priority,2025-07-19,2025-09-15
9215749,35,EVERSHINE,USCG,PSC B,Priority I,2025-07-18,2025-09-15
9215749,35,EVERSHINE,Paris,Standard,Priority I,2025-07-18,2025-09-15
9215749,35,EVERSHINE,Tokyo,High,No Priority,2025-07-18,2025-09-15
9217412,152914,KMTC SINGAPORE,USCG,PSC B,Priority I,2025-08-28,2025-09-15
9217412,152914,KMTC SINGAPORE,Paris,Standard,Priority I,2025-08-28,2025-09-15
9217412,152914,KMTC SINGAPORE,Tokyo,High,No Priority,2025-08-28,2025-09-15
9217424,153022,KMTC JAKARTA,USCG,PSC B,Priority I,2025-08-26,2025-09-15
9217424,153022,KMTC JAKARTA,Paris,Standard,Priority I,2025-08-26,2025-09-15
9217424,153022,KMTC JAKARTA,Tokyo,Standard,No Priority,2025-08-26,2025-09-15
9217785,69905,SUN VIEW,USCG,PSC B,Priority I,2025-08-18,2025-09-15
9217785,69905,SUN VIEW,Paris,Standard,Priority I,2025-08-18,2025-09-15
9217785,69905,SUN VIEW,Tokyo,Standard,Priority I,2025-08-18,2025-09-15
9218129,41,OCEANUS 08,USCG,PSC B,Priority I,2025-05-24,2025-09-15
9218129,41,OCEANUS 08,Paris,High,Priority I,2025-05-24,2025-09-15
9218129,41,OCEANUS 08,Tokyo,Standard,Priority I,2025-05-24,2025-09-15
9218832,200002,GLOVIS AMBITION,USCG,PSC B,Priority I,2025-07-27,2025-09-15
9218832,200002,GLOVIS AMBITION,Paris,High,Priority I,2025-07-27,2025-09-15
9218832,200002,GLOVIS AMBITION,Tokyo,High,Priority I,2025-07-27,2025-09-15
9219240,25,SM JAKARTA,USCG,PSC B,Priority I,2025-09-14,2025-09-15
9219240,25,SM JAKARTA,Paris,Standard,Priority I,2025-09-14,2025-09-15
9219240,25,SM JAKARTA,Tokyo,Standard,Priority II,2025-09-14,2025-09-15
9219941,51967,SIRI PIPAT,USCG,PSC B,Priority I,2025-06-24,2025-09-15
9219941,51967,SIRI PIPAT,Paris,Standard,Priority I,2025-06-24,2025-09-15
9219941,51967,SIRI PIPAT,Tokyo,Low,No Priority,2025-06-24,2025-09-15
9220196,9900013,WOOJIN CHEMS,USCG,PSC B,Priority I,2025-04-22,2025-09-15
9220196,9900013,WOOJIN CHEMS,Paris,Standard,Priority I,2025-04-22,2025-09-15
9220196,9900013,WOOJIN CHEMS,Tokyo,Standard,Priority I,2025-04-22,2025-09-15
9221255,27,SUN STAR,USCG,PSC B,Priority I,2025-04-26,2025-09-15
9221255,27,SUN STAR,Paris,Standard,Priority I,2025-04-26,2025-09-15
9221255,27,SUN STAR,Tokyo,High,No Priority,2025-04-26,2025-09-15
9221669,31,MARIGOLD,USCG,PSC B,Priority I,2025-01-20,2025-09-15
9221669,31,MARIGOLD,Paris,Standard,Priority I,2025-01-20,2025-09-15
9221669,31,MARIGOLD,Tokyo,Standard,No Priority,2025-01-20,2025-09-15
9224336,100005,HONGKONG BRIDGE,USCG,PSC B,Priority I,2025-08-27,2025-09-15
9224336,100005,HONGKONG BRIDGE,Paris,Standard,Priority I,2025-08-27,2025-09-15
9224336,100005,HONGKONG BRIDGE,Tokyo,High,Priority I,2025-08-27,2025-09-15
9224350,52462,BAL STAR,USCG,PSC B,Priority I,2025-08-25,2025-09-15
9224350,52462,BAL STAR,Paris,Standard,Priority I,2025-08-25,2025-09-15
9224350,52462,BAL STAR,Tokyo,High,Priority I,2025-08-25,2025-09-15
9224362,52715,BOHAI STAR,USCG,PSC B,Priority I,2025-06-17,2025-09-15
9224362,52715,BOHAI STAR,Paris,Standard,Priority I,2025-06-17,2025-09-15
9224362,52715,BOHAI STAR,Tokyo,High,No Priority,2025-06-17,2025-09-15
9224867,200049,MASSA J,USCG,PSC B,Priority I,2024-11-15,2025-09-15
9224867,200049,MASSA J,Paris,Standard,No Priority,2024-11-15,2025-09-15
9224867,200049,MASSA J,Tokyo,Standard,Priority I,2024-11-15,2025-09-15
9225067,100013,SM DONGHAE,USCG,PSC B,Priority I,2025-09-15,2025-09-15
9225067,100013,SM DONGHAE,Paris,Standard,Priority I,2025-09-15,2025-09-15
9225067,100013,SM DONGHAE,Tokyo,High,No Priority,2025-09-15,2025-09-15
9226607,52655,GAS HARMONY,USCG,PSC B,Priority I,2025-04-01,2025-09-15
9226607,52655,GAS HARMONY,Paris,High,Priority I,2025-04-01,2025-09-15
9226607,52655,GAS HARMONY,Tokyo,Standard,Priority II,2025-04-01,2025-09-15
9226748,200027,HACI ALI SARI,USCG,PSC B,Priority I,2025-08-28,2025-09-15
9226748,200027,HACI ALI SARI,Paris,High,Priority I,2025-08-28,2025-09-15
9226748,200027,HACI ALI SARI,Tokyo,High,Priority II,2025-08-28,2025-09-15
9227601,37,NO.2 POHAH,USCG,PSC B,No Priority,2025-07-04,2025-09-15
9227601,37,NO.2 POHAH,Paris,Standard,Priority I,2025-07-04,2025-09-15
9227601,37,NO.2 POHAH,Tokyo,Standard,No Priority,2025-07-04,2025-09-15
9228095,200038,YU XIAO 1,USCG,PSC B,Priority I,2025-07-07,2025-09-15
9228095,200038,YU XIAO 1,Paris,Standard,Priority I,2025-07-07,2025-09-15
9228095,200038,YU XIAO 1,Tokyo,Standard,Priority I,2025-07-07,2025-09-15
9228112,300061,YU XIAO 7,USCG,PSC B,Priority I,2025-09-12,2025-09-15
9228112,300061,YU XIAO 7,Paris,Standard,Priority I,2025-09-12,2025-09-15
9228112,300061,YU XIAO 7,Tokyo,High,Priority II,2025-09-12,2025-09-15
9228124,200029,WOORI SKY,USCG,PSC B,Priority I,2024-10-25,2025-09-15
9228124,200029,WOORI SKY,Paris,Standard,Priority I,2024-10-25,2025-09-15
9228124,200029,WOORI SKY,Tokyo,High,Priority II,2024-10-25,2025-09-15
9229635,200065,YU XIAO 3,USCG,PSC B,Priority I,2025-09-01,2025-09-15
9229635,200065,YU XIAO 3,Paris,Standard,Priority I,2025-09-01,2025-09-15
9229635,200065,YU XIAO 3,Tokyo,Standard,No Priority,2025-09-01,2025-09-15
9230268,2,STO CAMELLIA,USCG,PSC B,Priority I,2024-11-13,2025-09-15
9230268,2,STO CAMELLIA,Paris,Standard,Priority I,2024-11-13,2025-09-15
9230268,2,STO CAMELLIA,Tokyo,Standard,No Priority,2024-11-13,2025-09-15
9231066,51988,HANA PIONEER,USCG,PSC B,Priority I,2025-08-12,2025-09-15
9231066,51988,HANA PIONEER,Paris,Standard,Priority I,2025-08-12,2025-09-15
9231066,51988,HANA PIONEER,Tokyo,High,No Priority,2025-08-12,2025-09-15
9231133,300053,MARIA LUISA,USCG,PSC B,Priority I,2025-08-09,2025-09-15
9231133,300053,MARIA LUISA,Paris,Standard,Priority II,2025-08-09,2025-09-15
9231133,300053,MARIA LUISA,Tokyo,Standard,Priority I,2025-08-09,2025-09-15
9231767,200062,ADALYNN,USCG,PSC B,Priority I,2025-08-27,2025-09-15
9231767,200062,ADALYNN,Paris,Standard,Priority I,2025-08-27,2025-09-15
9231767,200062,ADALYNN,Tokyo,Standard,Priority I,2025-08-27,2025-09-15
9232369,14,HANKUK CHEMI,USCG,PSC B,Priority I,2025-09-08,2025-09-15
9232369,14,HANKUK CHEMI,Paris,High,No Priority,2025-09-08,2025-09-15
9232369,14,HANKUK CHEMI,Tokyo,High,Priority I,2025-09-08,2025-09-15
9232400,200021,SPIL NITA,USCG,PSC B,Priority I,2025-07-06,2025-09-15
9232400,200021,SPIL NITA,Paris,Standard,Priority I,2025-07-06,2025-09-15
9232400,200021,SPIL NITA,Tokyo,High,Priority I,2025-07-06,2025-09-15
9232620,200052,PIONEER SAM,USCG,PSC B,Priority I,2025-07-19,2025-09-15
9232620,200052,PIONEER SAM,Paris,Standard,Priority I,2025-07-19,2025-09-15
9232620,200052,PIONEER SAM,Tokyo,High,Priority I,2025-07-19,2025-09-15
